QQ/HH: 0.0 +5.581 -7.667 
QQ: 0.0 +5.581 -7.667 
LL/HH: -0.0 +14.542 -14.578 
LL: -0.0 +14.542 -14.578 
combination: 0.0 +6.216 -6.228 


# 1 ab-1, no MC stats
QQ/HH: 0.0 +9.661 -9.874 
QQ: 0.0 +9.661 -9.874 
LL/HH: 0.0 +20.667 -21.892 
LL: 0.0 +20.667 -21.892 
combination: 0.0 +8.725 -8.914 
# MC stats
QQ/HH: 0.0 +9.661 -9.874 
QQ: 0.0 +9.661 -9.874 
LL/HH: 0.0 +20.667 -21.892 
LL: 0.0 +20.667 -21.892 
combination: 0.0 +8.725 -8.914 
