QQ/HH_one: 0.0 +3.095 -3.103 
QQ/HH_not: -0.0 +31.065 -37.156 
QQ: -0.0 +3.079 -3.087 
LL/HH_one: 0.0 +6.344 -6.355 
LL/HH_not: 0.0 +64.567 -86.066 
LL: 0.0 +6.276 -6.289 
combination: -0.0 +2.763 -2.769 
