QQ/HH: -0.0 +3.096 -3.109 
QQ: -0.0 +3.096 -3.109 
LL/HH: 0.0 +8.947 -4.507 
LL: 0.0 +8.947 -4.507 
combination: -0.0 +2.782 -2.794 

# one percent bkg
QQ/HH: 0.0 +3.095 -3.103 
QQ: 0.0 +3.095 -3.103 
LL/HH: 0.0 +6.344 -6.355 
LL: 0.0 +6.344 -6.355 
combination: -0.0 +2.851 -2.708 

# ILC 2ab-1
combination: 0.0 +6.225 -6.337 
#no autoMCStats
combination: 0.0 +6.167 -6.26 
